gender,race,eth,age,population_share
No Answer,race_aa,No Answer,75 Years & Over,0.002676622008087022
No Answer,race_asian,No Answer,17 Years,0.0007308987253518934
No Answer,race_asian,No Answer,18 to 24 Years,0.01642702615201884
No Answer,race_asian,No Answer,25 to 34 Years,0.03837967520913863
No Answer,race_asian,No Answer,35 to 44 Years,0.016611118444053455
No Answer,race_asian,No Answer,45 to 54 Years,0.010145055070341578
No Answer,race_asian,No Answer,55 to 64 Years,0.009919577689399935
No Answer,race_asian,No Answer,65 to 74 Years,0.005953744514483758
No Answer,race_asian,No Answer,75 Years & Over,0.004458173025706429
No Answer,race_other,No Answer,17 Years,0.0002536094457110433
No Answer,race_other,No Answer,18 to 24 Years,0.005699899114051065
No Answer,race_other,No Answer,25 to 34 Years,0.013317095541072832
No Answer,race_other,No Answer,35 to 44 Years,0.0057637760131660516
No Answer,race_other,No Answer,45 to 54 Years,0.0035201618279722883
No Answer,race_other,No Answer,55 to 64 Years,0.003441925005800439
No Answer,race_other,No Answer,65 to 74 Years,0.002065848241145081
No Answer,race_other,No Answer,75 Years & Over,0.0015469103320559013
No Answer,race_two_or_more,No Answer,17 Years,0.00030290527688014735
No Answer,race_two_or_more,No Answer,18 to 24 Years,0.006807828133096084
No Answer,race_two_or_more,No Answer,25 to 34 Years,0.01590563198779308
No Answer,race_two_or_more,No Answer,35 to 44 Years,0.00688412122919281
No Answer,race_two_or_more,No Answer,45 to 54 Years,0.00420440015621406
No Answer,race_two_or_more,No Answer,55 to 64 Years,0.004110955898979303
No Answer,race_two_or_more,No Answer,65 to 74 Years,0.002467401526477008
No Answer,race_two_or_more,No Answer,75 Years & Over,0.0018475940481098175
No Answer,race_white,No Answer,17 Years,0.005395780834538085
No Answer,race_white,No Answer,18 to 24 Years,0.12127074491318177
No Answer,race_white,No Answer,25 to 34 Years,0.28333380363957184
No Answer,race_white,No Answer,35 to 44 Years,0.12262978635995447
No Answer,race_white,No Answer,45 to 54 Years,0.07489477244269037
No Answer,race_white,No Answer,55 to 64 Years,0.07323021005051901
No Answer,race_white,No Answer,65 to 74 Years,0.04395287531733072
No Answer,race_white,No Answer,75 Years & Over,0.03291198046292927
No Answer,No Answer,eth_hispanic,17 Years,0.0008798425580985391
No Answer,No Answer,eth_hispanic,18 to 24 Years,0.01977455454527619
No Answer,No Answer,eth_hispanic,25 to 34 Years,0.046200753187443135
No Answer,No Answer,eth_hispanic,35 to 44 Years,0.019996161489619916
No Answer,No Answer,eth_hispanic,45 to 54 Years,0.012212432304957726
No Answer,No Answer,eth_hispanic,55 to 64 Years,0.011941006745218872
No Answer,No Answer,eth_hispanic,65 to 74 Years,0.007167009083736616
No Answer,No Answer,eth_hispanic,75 Years & Over,0.005366667396355021
No Answer,No Answer,eth_not_hispanic,17 Years,0.006242172650057589
No Answer,No Answer,eth_not_hispanic,18 to 24 Years,0.14029349048124884
No Answer,No Answer,eth_not_hispanic,25 to 34 Years,0.3277780499524548
No Answer,No Answer,eth_not_hispanic,35 to 44 Years,0.14186571359584196
No Answer,No Answer,eth_not_hispanic,45 to 54 Years,0.08664290016776977
No Answer,No Answer,eth_not_hispanic,55 to 64 Years,0.08471723154679509
No Answer,No Answer,eth_not_hispanic,65 to 74 Years,0.050847401814592096
No Answer,No Answer,eth_not_hispanic,75 Years & Over,0.03807461248053342
Female,No Answer,No Answer,17 Years,0.0032049068436702578
Male,No Answer,No Answer,17 Years,0.0032049068436702578
Nonbinary,No Answer,No Answer,17 Years,0.000712201520815613
Female,No Answer,No Answer,18 to 24 Years,0.07203062026193625
Male,No Answer,No Answer,18 to 24 Years,0.07203062026193625
Nonbinary,No Answer,No Answer,18 to 24 Years,0.016006804502652502
Female,No Answer,No Answer,25 to 34 Years,0.16829046141295406
Male,No Answer,No Answer,25 to 34 Years,0.16829046141295406
Nonbinary,No Answer,No Answer,25 to 34 Years,0.037397880313989794
Female,No Answer,No Answer,35 to 44 Years,0.07283784378845784
Male,No Answer,No Answer,35 to 44 Years,0.07283784378845784
Nonbinary,No Answer,No Answer,35 to 44 Years,0.01618618750854619
Female,No Answer,No Answer,45 to 54 Years,0.04448489961272737
Male,No Answer,No Answer,45 to 54 Years,0.04448489961272737
Nonbinary,No Answer,No Answer,45 to 54 Years,0.00988553324727275
Female,No Answer,No Answer,55 to 64 Years,0.04349620723140628
Male,No Answer,No Answer,55 to 64 Years,0.04349620723140628
Nonbinary,No Answer,No Answer,55 to 64 Years,0.009665823829201396
Female,No Answer,No Answer,65 to 74 Years,0.026106484904247922
Male,No Answer,No Answer,65 to 74 Years,0.026106484904247922
Nonbinary,No Answer,No Answer,65 to 74 Years,0.005801441089832871
Female,No Answer,No Answer,75 Years & Over,0.019548575944599796
Male,No Answer,No Answer,75 Years & Over,0.019548575944599796
Nonbinary,No Answer,No Answer,75 Years & Over,0.0043441279876888445
No Answer,race_aa,No Answer,No Answer,0.0616147133710725
No Answer,race_asian,No Answer,No Answer,0.10262526883049453
No Answer,race_other,No Answer,No Answer,0.0356092255209747
No Answer,race_two_or_more,No Answer,No Answer,0.04253083825674231
No Answer,race_white,No Answer,No Answer,0.7576199540207155
No Answer,No Answer,eth_hispanic,No Answer,0.12353842731070601
No Answer,No Answer,eth_not_hispanic,No Answer,0.8764615726892936
No Answer,No Answer,No Answer,17 Years,0.007122015208156128
No Answer,No Answer,No Answer,18 to 24 Years,0.16006804502652502
No Answer,No Answer,No Answer,25 to 34 Years,0.37397880313989795
No Answer,No Answer,No Answer,35 to 44 Years,0.16186187508546188
No Answer,No Answer,No Answer,45 to 54 Years,0.09885533247272749
No Answer,No Answer,No Answer,55 to 64 Years,0.09665823829201395
No Answer,No Answer,No Answer,65 to 74 Years,0.05801441089832871
No Answer,No Answer,No Answer,75 Years & Over,0.043441279876888436
No Answer,No Answer,No Answer,No Answer,0.9999999999999996
