id,year,q01_happy,q02_satisfied_general,q03_satisfied_somerville,q04_satisfied_neighborhood,q06a_city_services,q06b_cost_housing,q06c_quality_schools,q06d_trust_police,q06e_sidewalks,q06f_events,q09_safe_at_night,q11_beauty,q10_parks,d01_gender,d02_age,d04_race,d05_num_children,d06_housing_status,d07_plan_to_move,d10_how_long_lived_here,d08_hhi,d09_is_student,d13_ward,q05_city_direction,q07_safe_crossing_street,q08_convenient,q12_housing_condition,move_why,d11_transportation_mode,d12_transportation_month,d03_language
8080,2019,8.0,9.0,7.0,7.0,5.0,1.0,3.0,4.0,2.0,5.0,8.0,6.0,6.0,Male,34,White,Yes,Own,No,10 years,"$100,000 to $149,999",Yes,2.0,Right direction,4.0,5.0,9.0,,Bike,"Walk, Bike, Car","English, Portuguese"
8081,2019,9.0,8.0,8.0,8.0,4.0,3.0,,3.0,2.0,3.0,8.0,6.0,6.0,Female,31,White,No,Own,No,,"$50,000 to 74,999",No,5.0,Right direction,6.0,3.0,8.0,,"Bike, Car","Walk, Bike, Car",English
8082,2019,8.0,8.0,9.0,9.0,4.0,2.0,3.0,3.0,3.0,4.0,8.0,7.0,7.0,Female,32,White,No,Own,No,9 months,"$200,000 or more",No,4.0,Right direction,6.0,6.0,8.0,,Public transit,"Walk, Public transit, Car",English
8083,2019,8.0,8.0,10.0,7.0,5.0,4.0,,5.0,5.0,4.0,7.0,7.0,7.0,Female,23,White,No,Rent,No,Less than 1 year,"$100,000 to $149,999",No,4.0,Right direction,9.0,8.0,9.0,,Public transit,"Walk, Public transit, Car",English
8084,2019,7.0,7.0,8.0,8.0,5.0,2.0,,4.0,2.0,5.0,8.0,7.0,8.0,Female,71,Italian American,,Own,No,69 years,"$10,000 to $24,999",No,5.0,Not sure,6.0,7.0,4.0,,Car,"Walk, Public transit, Car",English
8085,2019,8.0,8.0,9.0,9.0,5.0,1.0,,5.0,4.0,4.0,10.0,9.0,9.0,Male,64,White,No,Own,No,20 years,"$100,000 to $149,999",No,5.0,Right direction,10.0,8.0,9.0,,Car,"Walk, Public transit, Car",English
8086,2019,8.0,9.0,9.0,9.0,5.0,2.0,3.0,4.0,4.0,4.0,8.0,8.0,9.0,Female,54,White,No,Own,No,54 years,"$150,000 to 200,000",No,5.0,Right direction,9.0,9.0,7.0,,Car,"Walk, Car",
8087,2019,7.0,7.0,7.0,7.0,4.0,2.0,2.0,3.0,2.0,4.0,8.0,7.0,8.0,Male,36,Black/African American,No,Rent,Yes,6 years,"$50,000 to 74,999",No,4.0,Not sure,8.0,5.0,7.0,I will be priced out,Car,"Walk, Car",English
8088,2019,8.0,9.0,8.0,9.0,3.0,2.0,,3.0,4.0,5.0,9.0,10.0,9.0,Male,28,White,No,Rent,Yes,3 years,"$100,000 to $149,999",No,3.0,Right direction,9.0,7.0,8.0,Change of scenery,Bike,"Walk, Bike, Public transit, Car","English, French"
8089,2019,8.0,7.0,7.0,6.0,5.0,2.0,,3.0,4.0,4.0,8.0,6.0,8.0,Female,41,White,No,Rent,Yes,3 years,"$50,000 to 74,999",No,4.0,Not sure,8.0,6.0,3.0,Rent too high,Car,"Walk, Bike, Public transit, Car",English
8090,2019,6.0,9.0,8.0,8.0,4.0,3.0,,3.0,2.0,5.0,10.0,8.0,8.0,Female,27,White,No,Rent,,5 years,"$50,000 to 74,999",No,3.0,Not sure,7.0,5.0,10.0,Change of scenery,Public transit,"Walk, Public transit, Car","English, French"
8091,2019,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,Male,,White,No,Own,No,,,No,5.0,Right direction,10.0,10.0,10.0,,Car,Car,
8092,2019,8.0,8.0,8.0,8.0,4.0,2.0,,4.0,5.0,4.0,8.0,8.0,9.0,Female,65,White,No,Own,Yes,3 generations,"$10,000 to $24,999",No,1.0,,4.0,8.0,9.0,"No choice, house in probate, can't afford to stay",Car,Car,English
8093,2019,2.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,Female,,White,No,Own,,,"$25,000 to $49,999",No,5.0,Wrong track,1.0,10.0,6.0,,Car,Car,English
8094,2019,10.0,9.0,8.0,9.0,4.0,1.0,3.0,4.0,4.0,4.0,8.0,8.0,9.0,,,,No,Rent,Yes,3.5 years,,No,1.0,Right direction,9.0,8.0,7.0,Affordability of owning a home,"Walk, Car","Walk, Public transit, Car",
8095,2019,8.0,9.0,8.0,8.0,4.0,2.0,3.0,4.0,1.0,2.0,7.0,6.0,6.0,Female,43,Asian,No,Own,No,3 years,"$150,000 to 200,000",No,4.0,Not sure,2.0,3.0,8.0,,Car,Car,English
8096,2019,7.0,5.0,7.0,6.0,5.0,1.0,2.0,3.0,5.0,5.0,10.0,8.0,10.0,Female,37,White,No,Rent,No,11 years,"$50,000 to 74,999",No,7.0,Not sure,9.0,10.0,7.0,,Public transit,"Walk, Public transit",English
8097,2019,5.0,7.0,3.0,9.0,4.0,1.0,3.0,4.0,1.0,4.0,8.0,6.0,7.0,Female,60,White,Yes,Own,No,60 years,"$75,000 to $99,999",No,2.0,Wrong track,1.0,3.0,9.0,,Car,"Walk, Car",English
8098,2019,7.0,7.0,9.0,9.0,4.0,3.0,4.0,3.0,4.0,4.0,8.0,7.0,9.0,Male,58,White,No,Rent,No,13 years,"$50,000 to 74,999",No,2.0,Not sure,8.0,9.0,8.0,,Public transit,Public transit,English
8099,2019,10.0,10.0,9.0,10.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,8.0,9.0,Male,74,White,No,Own,No,,"$50,000 to 74,999",No,5.0,Right direction,9.0,10.0,9.0,,Car,"Walk, Car",English
8100,2019,5.0,6.0,6.0,8.0,3.0,3.0,2.0,4.0,2.0,3.0,6.0,6.0,5.0,Female,65,White,Yes,Own,No,40 years,,No,7.0,Not sure,5.0,5.0,6.0,,Car,Car,English
8101,2019,4.0,4.0,7.0,7.0,3.0,1.0,3.0,2.0,4.0,4.0,9.0,7.0,7.0,Male,34,White,No,Rent,Yes,3 years,"$75,000 to $99,999",No,6.0,Wrong track,10.0,7.0,4.0,Landlords are brutal,Car,"Walk, Bike, Public transit, Car",English
8102,2019,1.0,8.0,2.0,7.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,6.0,7.0,Male,60,Hispanic/Latino,No,Rent,No,,"$25,000 to $49,999",No,2.0,Wrong track,4.0,8.0,7.0,,Public transit,"Walk, Public transit",
8103,2019,8.0,8.0,9.0,9.0,2.0,1.0,3.0,3.0,5.0,5.0,4.0,7.0,6.0,Female,44,White,Yes,Own,No,9.5 years,"$100,000 to $149,999",No,3.0,Not sure,8.0,7.0,9.0,,"Walk, Car","Walk, Car","English, French"
8104,2019,9.0,10.0,10.0,10.0,,3.0,3.0,4.0,4.0,3.0,9.0,8.0,10.0,Female,94,White,No,Own,No,,"$25,000 to $49,999",No,7.0,Right direction,8.0,8.0,9.0,,Walk,Car,English
8105,2019,7.0,8.0,9.0,9.0,5.0,2.0,3.0,3.0,3.0,3.0,7.0,8.0,7.0,Female,67,White,No,Own,No,40 years,"$75,000 to $99,999",No,3.0,Right direction,5.0,7.0,7.0,,Public transit,"Walk, Public transit, Car",English
8106,2019,9.0,9.0,7.0,7.0,5.0,2.0,3.0,4.0,3.0,5.0,8.0,6.0,8.0,Male,63,White,No,Own,No,32 years,,No,6.0,Right direction,6.0,6.0,9.0,,,"Walk, Public transit, Car",English
8107,2019,7.0,9.0,10.0,10.0,4.0,2.0,3.0,3.0,4.0,4.0,9.0,10.0,10.0,Female,24,White,No,Rent,Yes,"1 year, 3 months","$25,000 to $49,999",No,6.0,Right direction,7.0,10.0,8.0,Return to school/grad school,"Walk, Public transit","Walk, Public transit, Car",English
8108,2019,7.0,6.0,8.0,10.0,4.0,1.0,4.0,5.0,2.0,5.0,10.0,10.0,10.0,Female,33,White,No,Rent,,6 years,"$150,000 to 200,000",No,2.0,Not sure,7.0,5.0,7.0,,Bike,"Walk, Bike, Public transit, Car",English
8109,2019,8.0,8.0,8.0,8.0,3.0,1.0,2.0,3.0,2.0,5.0,8.0,9.0,9.0,Female,32,Asian,No,Rent,No,1 year,"$100,000 to $149,999",No,2.0,Not sure,9.0,7.0,9.0,,Public transit,"Walk, Bike, Public transit, Car",English
8110,2019,7.0,8.0,9.0,8.0,5.0,3.0,2.0,3.0,2.0,4.0,10.0,8.0,7.0,Male,68,White,No,Own,No,12 years,"$75,000 to $99,999",No,6.0,Right direction,7.0,8.0,10.0,,Walk,"Walk, Bike, Public transit, Car","English, Spanish"
8111,2019,10.0,9.0,9.0,9.0,5.0,2.0,1.0,5.0,2.0,5.0,8.0,9.0,7.0,Female,64,White,No,Own,No,12 years,"$75,000 to $99,999",No,6.0,Right direction,2.0,8.0,9.0,,Walk,"Walk, Public transit, Car",English
8112,2019,6.0,8.0,8.0,8.0,5.0,2.0,,2.0,2.0,5.0,9.0,6.0,6.0,Female,53,White,No,Own,No,10 years,"$50,000 to 74,999",No,3.0,Right direction,8.0,9.0,9.0,,Bike,"Walk, Bike, Public transit, Car",English
8113,2019,4.0,3.0,3.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,7.0,6.0,7.0,Female,50,"Asian, White",Yes,Own,No,6 years,"$100,000 to $149,999",No,3.0,Not sure,6.0,4.0,9.0,,Bike,"Walk, Bike, Public transit, Car",English
8114,2019,10.0,10.0,10.0,10.0,3.0,1.0,3.0,5.0,2.0,5.0,9.0,10.0,10.0,Female,34,White,Yes,Own,No,10 years,"$100,000 to $149,999",No,4.0,Right direction,8.0,8.0,10.0,,Walk,"Walk, Public transit, Car",English
8115,2019,8.0,7.0,7.0,8.0,5.0,2.0,4.0,5.0,3.0,5.0,7.0,6.0,5.0,Male,22,White,No,Own,No,22 years,"$200,000 or more",Yes,6.0,Right direction,3.0,8.0,9.0,,Public transit,"Walk, Public transit, Car",English
8116,2019,7.0,7.0,8.0,6.0,5.0,2.0,3.0,3.0,4.0,5.0,10.0,10.0,10.0,Male,26,White,No,Rent,No,6 years,"$100,000 to $149,999",No,3.0,Right direction,10.0,7.0,7.0,,Bike,"Walk, Bike, Public transit, Car",English
8117,2019,8.0,8.0,8.0,8.0,5.0,4.0,3.0,5.0,2.0,5.0,8.0,10.0,10.0,Female,30,Asian,Yes,Own,No,3 years,"$200,000 or more",No,6.0,Right direction,8.0,8.0,9.0,,Walk,"Walk, Car","English, Mandarin"
8118,2019,8.0,9.0,9.0,8.0,3.0,1.0,2.0,3.0,3.0,3.0,6.0,6.0,6.0,Female,32,,No,Own,No,9 years,"$50,000 to 74,999",No,3.0,Right direction,2.0,6.0,6.0,,Public transit,"Walk, Public transit",English
8119,2019,7.0,9.0,10.0,10.0,5.0,3.0,4.0,4.0,4.0,5.0,9.0,9.0,9.0,Female,74,White,No,Own,No,52 years,"$100,000 to $149,999",No,4.0,Right direction,9.0,9.0,9.0,,"Walk, Car","Walk, Public transit, Car",
8120,2019,9.0,9.0,10.0,10.0,3.0,2.0,,3.0,5.0,4.0,10.0,10.0,10.0,Female,37,White,No,Rent,No,13 years,"$10,000 to $24,999",No,3.0,Not sure,7.0,9.0,6.0,,"Walk, Bike, Public transit, Car","Walk, Bike, Public transit, Car",English
8121,2019,8.0,7.0,6.0,8.0,4.0,2.0,3.0,3.0,2.0,3.0,9.0,5.0,4.0,Male,37,White,No,Own,No,1 year,"$200,000 or more",No,5.0,Right direction,7.0,5.0,8.0,,Public transit,"Walk, Bike, Public transit, Car",English
8122,2019,8.0,8.0,6.0,8.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,7.0,5.0,Male,77,White,No,Rent,No,77 years,"Less than $10,000",No,3.0,Wrong track,5.0,5.0,5.0,,Car,Car,English
8123,2019,6.0,7.0,7.0,9.0,4.0,3.0,3.0,4.0,4.0,5.0,7.0,8.0,7.0,Female,33,White,Yes,Own,Yes,7 years,"$100,000 to $149,999",No,3.0,Right direction,8.0,8.0,8.0,Larger living space,Car,"Walk, Bike, Car",English
8124,2019,2.0,3.0,2.0,8.0,4.0,1.0,3.0,4.0,4.0,4.0,8.0,3.0,8.0,Female,65,White,No,Rent,Yes,24 years,"$10,000 to $24,999",No,3.0,Wrong track,8.0,8.0,2.0,"I want a better quality of life, cheaper, much less crowded, and less noisy",Walk,"Walk, Public transit, Car",English
8125,2019,10.0,10.0,10.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,Female,73,Hispanic/Latino,No,Rent,No,15 years,"$10,000 to $24,999",No,3.0,Right direction,10.0,10.0,10.0,,"Walk, Car",Walk,Spanish
8126,2019,7.0,7.0,6.0,7.0,5.0,3.0,3.0,4.0,5.0,5.0,9.0,9.0,9.0,Female,26,White,No,Rent,Yes,4 years,"$50,000 to 74,999",No,3.0,Not sure,8.0,9.0,9.0,Anticipating not being able to afford it anymore,Bike,"Walk, Bike, Public transit, Car",English
8127,2019,6.0,6.0,6.0,7.0,4.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,Female,45,White,Yes,Own,No,22 years,"$50,000 to 74,999",No,5.0,Not sure,1.0,6.0,6.0,,Walk,"Walk, Public transit",English
8128,2019,7.0,8.0,8.0,6.0,4.0,2.0,3.0,2.0,5.0,5.0,10.0,10.0,10.0,Male,32,White,No,Own,No,3 months,"$100,000 to $149,999",No,1.0,Not sure,10.0,8.0,,,Public transit,"Walk, Public transit, Car",English
8129,2019,10.0,10.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,Female,60,White,No,Rent,Yes,8 years,"$200,000 or more",,1.0,Wrong track,7.0,10.0,9.0,City is very dirty,Car,"Walk, Public transit, Car",English
8130,2019,7.0,7.0,6.0,7.0,5.0,2.0,,4.0,3.0,5.0,5.0,8.0,9.0,Female,49,White,No,Rent,No,10 years,"$100,000 to $149,999",No,3.0,Right direction,8.0,5.0,8.0,,Public transit,"Walk, Public transit, Car",English
8131,2019,7.0,7.0,6.0,6.0,1.0,1.0,3.0,2.0,1.0,2.0,7.0,4.0,5.0,Female,21,Asian,No,Rent,,18 years,"$50,000 to 74,999",Yes,7.0,Wrong track,10.0,8.0,4.0,,Public transit,Public transit,English
8132,2019,10.0,9.0,10.0,10.0,4.0,4.0,4.0,5.0,4.0,5.0,9.0,9.0,8.0,Female,38,White,Yes,Own,No,8 years,"$200,000 or more",No,5.0,Right direction,8.0,7.0,10.0,,Public transit,"Walk, Bike, Public transit, Car",English
8133,2019,5.0,3.0,8.0,8.0,4.0,3.0,4.0,3.0,3.0,4.0,9.0,9.0,8.0,Male,35,White,No,Rent,Yes,8 years,"$50,000 to 74,999",No,3.0,Right direction,9.0,9.0,9.0,Job Search,Public transit,"Walk, Bike, Public transit",English
8134,2019,9.0,10.0,7.0,8.0,3.0,1.0,3.0,5.0,5.0,5.0,8.0,7.0,9.0,Female,73,White,No,Own,No,19 years,"$50,000 to 74,999",No,5.0,,7.0,9.0,9.0,,"Public transit, Car","Walk, Public transit, Car",English
8135,2019,9.0,9.0,7.0,8.0,5.0,2.0,4.0,4.0,4.0,5.0,9.0,9.0,9.0,Female,33,White,No,Rent,Yes,15 years,"$150,000 to 200,000",No,4.0,Right direction,8.0,6.0,6.0,Purchasing 1st home and Somerville will not be affordable,Car,"Walk, Public transit, Car",English
8136,2019,8.0,9.0,9.0,9.0,4.0,1.0,3.0,4.0,3.0,4.0,9.0,6.0,9.0,Male,68,White,No,Own,No,36 years,"$25,000 to $49,999",No,3.0,Not sure,8.0,9.0,10.0,,Walk,"Walk, Bike, Public transit, Car",English
8137,2019,9.0,9.0,9.0,9.0,4.0,3.0,4.0,3.0,3.0,4.0,9.0,8.0,9.0,Male,39,White,Yes,Own,No,8 years,"$200,000 or more",No,5.0,Right direction,8.0,7.0,10.0,,Car,"Walk, Car",English
8138,2019,9.0,9.0,9.0,9.0,5.0,1.0,,5.0,3.0,5.0,9.0,9.0,9.0,Male,38,White,Yes,Rent,No,4 years,"$100,000 to $149,999",No,2.0,Not sure,9.0,7.0,6.0,,Bike,"Walk, Bike, Public transit, Car",English
8139,2019,8.0,8.0,9.0,9.0,5.0,3.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,Female,62,White,Yes,Own,No,60 years,"$75,000 to $99,999",No,5.0,Right direction,8.0,9.0,7.0,,Public transit,"Walk, Public transit",English
8140,2019,,,,,5.0,2.0,5.0,5.0,5.0,5.0,,,,Male,64,Hispanic/Latino,No,Own,No,30 years,"$50,000 to 74,999",No,1.0,Right direction,,,,,Car,Car,Portuguese
8141,2019,,,,,,,,,,,,,,Male,48,"Hispanic/Latino, White",No,Rent,No,4 years,"$50,000 to 74,999",No,4.0,,,,,,Car,Car,Portuguese
8142,2019,9.0,9.0,,,,,,,,,,,,Female,,White,No,Own,No,53 years,,No,1.0,Not sure,,,,,Car,Car,Portuguese
8143,2019,2.0,2.0,2.0,9.0,5.0,1.0,4.0,5.0,5.0,5.0,10.0,9.0,9.0,Female,48,White,Yes,Rent,Yes,8 years,"$75,000 to $99,999",No,4.0,Right direction,9.0,9.0,5.0,Rent too high,Car,"Walk, Public transit, Car",
8144,2019,,,,,,,5.0,5.0,4.0,3.0,8.0,7.0,8.0,Female,67,Black/African American,No,Rent,Yes,,"$10,000 to $24,999",No,7.0,,,2.0,9.0,,"Walk, Car","Walk, Car",
8145,2019,,,,,,,,,,,,,,Male,57,Hispanic/Latino,Yes,Rent,No,34 years,"$10,000 to $24,999",No,1.0,Right direction,,,,,"Walk, Public transit","Walk, Public transit","English, Spanish"
8146,2019,9.0,9.0,9.0,9.0,5.0,3.0,5.0,5.0,4.0,5.0,9.0,9.0,9.0,Female,91,White,No,Own,No,91 years,"$25,000 to $49,999",No,,Right direction,9.0,9.0,9.0,,Car,Car,English
8147,2019,8.0,7.0,8.0,7.0,4.0,2.0,4.0,2.0,2.0,3.0,8.0,6.0,6.0,Male,33,White,No,Rent,No,1.5 years,"$100,000 to $149,999",No,2.0,Right direction,8.0,8.0,7.0,,Bike,"Walk, Bike, Public transit, Car",English
8148,2019,8.0,8.0,6.0,8.0,5.0,3.0,3.0,5.0,4.0,4.0,8.0,7.0,8.0,Male,36,White,Yes,Rent,Yes,6 years,"$150,000 to 200,000",No,5.0,Not sure,4.0,8.0,8.0,MA/Boston too expensive in general,Public transit,"Walk, Public transit, Car",English
8149,2019,8.0,8.0,8.0,8.0,4.0,2.0,4.0,4.0,1.0,3.0,8.0,6.0,6.0,Male,58,White,No,Own,No,17 years,,No,6.0,Wrong track,1.0,1.0,10.0,,Public transit,"Walk, Public transit, Car",English
8150,2019,4.0,4.0,10.0,10.0,4.0,1.0,,5.0,3.0,4.0,8.0,8.0,9.0,Female,30,White,No,Rent,,3 years,"$100,000 to $149,999",No,6.0,Not sure,9.0,10.0,4.0,,"Walk, Public transit, Car","Walk, Public transit, Car",English
8151,2019,9.0,9.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,3.0,9.0,9.0,9.0,Female,25,White,No,Rent,Yes,3 years,"$50,000 to 74,999",No,4.0,Right direction,9.0,9.0,10.0,Back to home state,Car,"Walk, Public transit, Car",English
8152,2019,9.0,9.0,10.0,10.0,5.0,5.0,4.0,4.0,4.0,5.0,9.0,10.0,9.0,Female,21,White,No,Rent,Yes,1 month,"$100,000 to $149,999",,7.0,Right direction,10.0,8.0,10.0,To be closer to work in Cambridge,Public transit,"Walk, Public transit, Car",English
8153,2019,5.0,5.0,7.0,7.0,3.0,1.0,3.0,4.0,4.0,4.0,10.0,4.0,4.0,Male,31,White,No,Rent,No,2 years,"$100,000 to $149,999",No,2.0,Not sure,5.0,7.0,10.0,,Walk,"Walk, Public transit, Car",English
8154,2019,7.0,7.0,9.0,9.0,5.0,1.0,4.0,5.0,4.0,5.0,,,,,,,,,,,,,5.0,Not sure,10.0,10.0,,,,,
8155,2019,10.0,,8.0,8.0,5.0,2.0,,4.0,4.0,4.0,8.0,8.0,8.0,Female,34,White,Yes,Rent,No,4 years,"$150,000 to 200,000",No,7.0,Right direction,9.0,9.0,7.0,,Public transit,"Walk, Public transit, Car",English
8156,2019,8.0,10.0,9.0,10.0,5.0,1.0,2.0,4.0,4.0,5.0,9.0,10.0,10.0,Male,31,White,Yes,Rent,No,8 years,"$200,000 or more",No,2.0,Right direction,7.0,7.0,9.0,,Bike,"Walk, Bike, Public transit, Car",English
8157,2019,7.0,6.0,9.0,9.0,5.0,2.0,,1.0,3.0,5.0,9.0,9.0,9.0,Female,28,Black/African American,No,Rent,Yes,6 years,"$25,000 to $49,999",No,7.0,Right direction,9.0,7.0,7.0,To move closer to work + family,Public transit,Public transit,"English, Creole"
8158,2019,7.0,7.0,10.0,9.0,3.0,2.0,,3.0,3.0,5.0,7.0,6.0,7.0,Female,34,White,No,Own,No,11 years,"$200,000 or more",No,7.0,Right direction,8.0,9.0,8.0,,Public transit,"Walk, Public transit",English
8159,2019,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,3.0,4.0,7.0,7.0,7.0,Female,55,White,No,Own,No,24 years,"$150,000 to 200,000",No,3.0,Right direction,6.0,5.0,9.0,,Bike,"Walk, Bike, Public transit, Car",English
8160,2019,4.0,6.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,Male,53,White,Yes,Rent,No,51.5 years,"$75,000 to $99,999",No,3.0,Wrong track,2.0,2.0,2.0,,"Walk, Public transit, Car","Walk, Public transit, Car",English
8161,2019,10.0,10.0,10.0,10.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,10.0,10.0,Female,90,White,No,Own,No,64 years,,No,3.0,Not sure,10.0,10.0,10.0,,Car,Car,English
8162,2019,1.0,7.0,1.0,1.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,9.0,9.0,Female,64,White,No,Own,Yes,64 years,,No,4.0,Wrong track,1.0,1.0,9.0,"Too congested, traffic is horrific",Public transit,"Public transit, Car",English
8163,2019,7.0,8.0,7.0,7.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,Female,40,White,Yes,Rent,Yes,10 years,"$150,000 to 200,000",No,2.0,Right direction,8.0,4.0,6.0,Cost of housing/space,Car,"Walk, Car","English, Slovak"
8164,2019,,,,,,,,,,,,,,Female,46,White,Yes,Rent,No,9 years,"$25,000 to $49,999",No,1.0,Right direction,,,,,Car,Car,Portuguese
8165,2019,7.0,8.0,8.0,8.0,5.0,1.0,,5.0,3.0,5.0,9.0,8.0,8.0,Female,33,White,No,Rent,No,2 years,"$75,000 to $99,999",Yes,6.0,Right direction,6.0,9.0,8.0,,Car,"Walk, Public transit, Car",English
8166,2019,10.0,10.0,10.0,10.0,3.0,3.0,3.0,5.0,3.0,3.0,7.0,6.0,10.0,Female,83,White,No,Own,No,60 years,"$10,000 to $24,999",No,2.0,Not sure,7.0,10.0,6.0,,"Walk, Car","Walk, Car",English
8167,2019,6.0,10.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,4.0,Female,21,White,No,Rent,Yes,3 years,"Less than $10,000",Yes,6.0,Right direction,5.0,1.0,2.0,Finishing studies,"Walk, Public transit","Walk, Public transit",English
8168,2019,8.0,7.0,8.0,7.0,5.0,3.0,4.0,4.0,3.0,4.0,9.0,8.0,6.0,Female,25,White,No,Rent,No,Less than 1 year,"$75,000 to $99,999",No,3.0,Right direction,4.0,6.0,8.0,,Car,"Walk, Bike, Public transit, Car",English
8169,2019,8.0,8.0,8.0,8.0,3.0,2.0,3.0,3.0,4.0,4.0,9.0,9.0,9.0,Female,30,White,No,Rent,No,5 years,"$25,000 to $49,999",No,5.0,Not sure,4.0,9.0,9.0,,Public transit,"Walk, Public transit, Car",English
8170,2019,10.0,10.0,10.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,9.0,2.0,Female,60,White,Yes,Rent,No,,,No,4.0,Right direction,10.0,10.0,9.0,,Walk,Walk,English
8171,2019,9.0,10.0,9.0,8.0,5.0,1.0,3.0,5.0,3.0,5.0,10.0,6.0,9.0,Male,51,White,No,Own,No,14 years,"$150,000 to 200,000",No,6.0,Right direction,8.0,9.0,9.0,,Walk,"Walk, Bike, Public transit, Car","English, Japanese"
8172,2019,10.0,10.0,10.0,10.0,5.0,4.0,,4.0,4.0,5.0,10.0,10.0,10.0,Female,30,Asian,No,Rent,Yes,1 year,"$150,000 to 200,000",No,1.0,Right direction,9.0,8.0,9.0,Home ownership is too expensive,Public transit,"Walk, Bike, Public transit, Car",English
8173,2019,9.0,9.0,8.0,8.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,8.0,8.0,Female,80,White,No,Own,No,60 years,,No,1.0,Not sure,9.0,9.0,9.0,,"Walk, Car","Walk, Car",English
8174,2019,8.0,9.0,8.0,10.0,4.0,2.0,,5.0,4.0,5.0,9.0,9.0,9.0,Male,28,Hispanic/Latino,No,Rent,No,7 months,"$50,000 to 74,999",No,2.0,Right direction,9.0,7.0,9.0,,"Walk, Bike, Public transit, Car","Walk, Bike, Public transit, Car",English
8175,2019,9.0,10.0,8.0,10.0,4.0,1.0,4.0,4.0,4.0,5.0,8.0,9.0,9.0,Female,65,White,No,Own,No,65 years,"$50,000 to 74,999",No,3.0,Wrong track,6.0,10.0,9.0,,Car,"Walk, Bike, Car",English
8176,2019,9.0,8.0,10.0,10.0,5.0,1.0,,4.0,1.0,4.0,10.0,1.0,5.0,Male,38,White,No,Own,No,7 years,"$75,000 to $99,999",No,3.0,Right direction,3.0,3.0,9.0,,Car,"Walk, Bike, Car",English
8177,2019,6.0,8.0,8.0,9.0,5.0,2.0,4.0,5.0,3.0,3.0,9.0,9.0,9.0,Female,50,White,Yes,Own,No,14 years,"$200,000 or more",No,6.0,Not sure,4.0,10.0,9.0,,Car,"Walk, Public transit, Car",English
8178,2019,8.0,6.0,7.0,8.0,4.0,2.0,3.0,4.0,4.0,4.0,7.0,6.0,8.0,Female,65,White,No,Rent,No,20 years,"$25,000 to $49,999",No,2.0,Right direction,8.0,5.0,7.0,,Bike,"Walk, Bike",English
8179,2019,9.0,7.0,8.0,8.0,3.0,2.0,3.0,4.0,3.0,3.0,6.0,5.0,6.0,Female,29,Asian,No,Rent,Yes,6 years,"$75,000 to $99,999",No,4.0,Right direction,8.0,8.0,6.0,Leaving state maybe,Car,"Walk, Public transit, Car",Nepali
8180,2019,10.0,6.0,9.0,9.0,5.0,2.0,4.0,4.0,2.0,3.0,9.0,8.0,9.0,Male,72,White,No,Own,No,44 years,"$25,000 to $49,999",No,2.0,Right direction,8.0,,6.0,,Car,Car,
8181,2019,10.0,8.0,10.0,10.0,4.0,1.0,,5.0,4.0,5.0,10.0,10.0,10.0,Female,34,White,No,Rent,Yes,2 years,"$150,000 to 200,000",No,5.0,Right direction,10.0,10.0,10.0,Looking to buy + probably can't afford Somerville,Car,"Walk, Public transit, Car",English
8182,2019,,10.0,10.0,10.0,5.0,1.0,5.0,5.0,5.0,4.0,7.0,10.0,10.0,Female,60,,No,Rent,No,22 years,"Less than $10,000",No,1.0,Right direction,10.0,10.0,10.0,,Car,Car,Portuguese
8183,2019,10.0,10.0,10.0,10.0,,,,,,,10.0,10.0,10.0,Female,44,Black/African American,Yes,Rent,No,7 years,,No,7.0,Right direction,10.0,2.0,1.0,,Public transit,Public transit,Creole
8184,2019,9.0,9.0,9.0,9.0,5.0,2.0,4.0,5.0,4.0,4.0,8.0,6.0,6.0,Female,45,White,No,Own,Yes,15 years,"$150,000 to 200,000",No,2.0,Right direction,8.0,4.0,9.0,Need larger space,"Walk, Car","Walk, Public transit, Car",English
