id,year,q01_happy,q02_satisfied_general,q03_satisfied_somerville,q04_satisfied_neighborhood,q06a_city_services,q06b_cost_housing,q06c_quality_schools,q06d_trust_police,q06e_sidewalks,q06f_events,q09_safe_at_night,q11_beauty,q10_parks,d01_gender,d02_age,d04_race,d05_num_children,d06_housing_status,d07_plan_to_move,d10_how_long_lived_here,d08_hhi,d09_is_student,d13_ward,q05_city_direction,q07_safe_crossing_street,q08_convenient,q12_housing_condition,move_why,d11_transportation_mode,d12_transportation_month,d03_language
7708,2019,7.0,6.0,9.0,9.0,4.0,2.0,4.0,4.0,5.0,5.0,6.0,8.0,9.0,Female,27,White,No,Own,No,10 years,"$150,000 to 200,000",No,6.0,Not sure,8.0,8.0,10.0,,Car,"Walk, Public transit, Car",English
7709,2019,8.0,8.0,8.0,8.0,3.0,1.0,,2.0,3.0,4.0,4.0,8.0,7.0,Female,29,White,No,Rent,Yes,5 years,"$50,000 to 74,999",No,7.0,Not sure,8.0,8.0,7.0,Cost of housing,Walk,"Walk, Bike, Public transit, Car",English
7710,2019,7.0,7.0,9.0,9.0,5.0,3.0,,3.0,4.0,4.0,8.0,9.0,8.0,Male,67,White,No,Own,No,7 years,"$100,000 to $149,999",No,2.0,Not sure,8.0,8.0,10.0,,Public transit,"Walk, Public transit, Car",English
7711,2019,7.0,7.0,9.0,8.0,5.0,1.0,3.0,2.0,2.0,3.0,7.0,6.0,6.0,Male,48,White,No,Rent,No,,"Less than $10,000",No,2.0,Right direction,4.0,10.0,8.0,,Walk,Walk,English
7712,2019,8.0,7.0,9.0,8.0,5.0,2.0,3.0,4.0,4.0,4.0,8.0,5.0,4.0,Male,30,White,No,Own,No,5 years,"$100,000 to $149,999",No,4.0,Right direction,7.0,8.0,7.0,,Car,"Walk, Public transit, Car","English, Spanish"
7713,2019,8.0,8.0,9.0,4.0,4.0,,,5.0,2.0,5.0,9.0,1.0,8.0,Male,47,White,No,Own,No,10 years,"$200,000 or more",No,2.0,Right direction,4.0,3.0,8.0,,Walk,"Walk, Public transit, Car",English
7714,2019,7.0,7.0,8.0,9.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,8.0,10.0,Female,38,Asian,Yes,Own,No,7 years,"$200,000 or more",No,7.0,Right direction,6.0,8.0,10.0,,Car,"Walk, Public transit, Car",English
7715,2019,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,3.0,4.0,8.0,7.0,8.0,Female,37,White,Yes,Own,No,6 years,"$200,000 or more",No,2.0,Right direction,8.0,9.0,9.0,,Walk,"Bike, Car",English
7716,2019,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Female,77,White,No,Own,Yes,77 years,"$100,000 to $149,999",No,2.0,Wrong track,1.0,1.0,8.0,"Too expensive, not suitable for seniors",Car,Car,English
7717,2019,8.0,9.0,9.0,9.0,3.0,2.0,,4.0,4.0,,10.0,10.0,10.0,Female,23,White,No,Rent,Yes,1 year,"$100,000 to $149,999",No,6.0,Right direction,10.0,10.0,7.0,New job,"Walk, Public transit","Walk, Public transit",English
7718,2019,6.0,8.0,9.0,8.0,5.0,2.0,3.0,5.0,2.0,5.0,6.0,6.0,9.0,Female,64,White,No,Rent,No,29 years,"$25,000 to $49,999",No,1.0,Not sure,2.0,9.0,6.0,,Walk,"Walk, Car",English
7719,2019,9.0,9.0,7.0,9.0,4.0,2.0,5.0,4.0,2.0,3.0,9.0,9.0,9.0,Female,42,White,Yes,Own,No,40 years,"$75,000 to $99,999",No,2.0,Not sure,4.0,3.0,8.0,,Car,"Walk, Car",English
7720,2019,8.0,9.0,9.0,8.0,4.0,2.0,4.0,3.0,4.0,5.0,8.0,5.0,9.0,Female,36,White,Yes,Rent,No,5 years,"$100,000 to $149,999",No,5.0,Right direction,8.0,9.0,4.0,,Walk,"Walk, Bike, Public transit, Car",English
7721,2019,10.0,9.0,9.0,9.0,5.0,2.0,,4.0,4.0,4.0,10.0,9.0,9.0,Female,30,White,No,Rent,Yes,5 years,"$75,000 to $99,999",No,4.0,Not sure,10.0,8.0,10.0,Post Graduate program in UK,Walk,"Walk, Bike, Public transit, Car",English
7722,2019,8.0,8.0,8.0,8.0,5.0,2.0,4.0,4.0,2.0,5.0,7.0,5.0,5.0,Female,55,White,No,Own,No,34 years,"$75,000 to $99,999",No,6.0,Right direction,4.0,8.0,8.0,,Walk,"Walk, Public transit, Car",English
7723,2019,6.0,8.0,5.0,5.0,4.0,1.0,2.0,3.0,2.0,4.0,8.0,4.0,7.0,Female,41,White,Yes,Own,No,12 years,"$200,000 or more",No,3.0,Not sure,1.0,4.0,8.0,,Car,"Walk, Bike, Public transit, Car","English, French"
7724,2019,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,8.0,6.0,6.0,Male,36,White,No,Rent,Yes,7 years,"$75,000 to $99,999",No,2.0,Wrong track,3.0,3.0,3.0,Too expensive,Walk,"Walk, Bike, Car",English
7725,2019,7.0,6.0,6.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,6.0,Not sure,3.0,7.0,,,,,
7726,2019,10.0,10.0,10.0,10.0,4.0,4.0,,5.0,5.0,5.0,10.0,10.0,8.0,Female,40,White,No,Own,No,1 year,"$200,000 or more",No,3.0,Right direction,8.0,8.0,10.0,,"Walk, Car","Walk, Bike, Public transit, Car",English
7727,2019,10.0,10.0,10.0,10.0,4.0,4.0,,5.0,5.0,5.0,10.0,10.0,8.0,Male,41,Asian,No,Own,No,1 year,"$200,000 or more",No,3.0,Right direction,8.0,8.0,10.0,,Public transit,"Walk, Bike, Public transit, Car",English
7728,2019,9.0,9.0,9.0,7.0,5.0,1.0,3.0,4.0,4.0,4.0,7.0,6.0,8.0,Male,45,White,Yes,Rent,Yes,3 years,"$150,000 to 200,000",No,3.0,Right direction,7.0,6.0,7.0,Cost of housing,Walk,"Walk, Bike, Public transit, Car",English
7729,2019,7.0,7.0,9.0,10.0,5.0,1.0,3.0,3.0,3.0,4.0,9.0,9.0,10.0,Male,71,White,No,Own,No,40 years,"$75,000 to $99,999",No,6.0,Right direction,8.0,8.0,8.0,,Car,"Walk, Public transit, Car",English
7730,2019,7.0,7.0,8.0,9.0,5.0,1.0,3.0,4.0,2.0,4.0,6.0,8.0,5.0,,72,White,No,Rent,No,30 years,"$100,000 to $149,999",No,3.0,Not sure,10.0,7.0,7.0,,Car,"Walk, Bike, Public transit, Car",English
7731,2019,8.0,7.0,7.0,9.0,3.0,2.0,3.0,3.0,2.0,4.0,7.0,6.0,7.0,Female,30,White,No,Rent,Yes,5 years,"$100,000 to $149,999",No,6.0,Not sure,6.0,7.0,8.0,Need more space + cheaper housing to start a family,Public transit,"Walk, Public transit, Car",English
7732,2019,8.0,9.0,9.0,9.0,5.0,3.0,,3.0,3.0,5.0,8.0,8.0,8.0,Female,37,White,No,Own,No,6 years,"$100,000 to $149,999",No,2.0,Not sure,9.0,8.0,10.0,,Bike,"Walk, Bike, Public transit, Car",English
7733,2019,8.0,7.0,8.0,8.0,4.0,1.0,3.0,3.0,4.0,4.0,9.0,9.0,9.0,Male,23,White,No,Rent,No,1 year,"$50,000 to 74,999",No,6.0,Right direction,6.0,5.0,8.0,,Car,"Walk, Public transit, Car",English
7734,2019,3.0,1.0,4.0,7.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,Female,63,Hispanic/Latino,No,Rent,Yes,8 years,"$10,000 to $24,999",No,7.0,Wrong track,4.0,7.0,5.0,,Public transit,Public transit,Spanish
7735,2019,6.0,7.0,7.0,7.0,4.0,1.0,,3.0,,4.0,8.0,7.0,8.0,Male,26,White,No,Rent,Yes,10 months,"Less than $10,000",Yes,6.0,Not sure,2.0,6.0,8.0,Internship out of state for school,Bike,"Walk, Bike, Public transit",English
7736,2019,8.0,8.0,9.0,9.0,3.0,2.0,4.0,4.0,2.0,3.0,9.0,9.0,8.0,Female,36,White,No,Own,No,2 years,"$200,000 or more",No,4.0,Right direction,9.0,3.0,10.0,,Car,"Walk, Public transit, Car",English
7737,2019,10.0,7.0,10.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,8.0,Male,31,White,No,Own,No,5 years,"$150,000 to 200,000",No,1.0,Right direction,4.0,2.0,8.0,,Car,"Walk, Bike, Public transit, Car","English, Japanese"
7738,2019,10.0,7.0,10.0,6.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,8.0,Female,33,Asian,No,Own,,1 year,"$150,000 to 200,000",No,1.0,Right direction,4.0,2.0,8.0,,Public transit,"Walk, Public transit","English, Japanese"
7739,2019,7.0,8.0,7.0,8.0,5.0,3.0,3.0,3.0,2.0,4.0,8.0,4.0,5.0,Female,48,White,No,Rent,No,10 years,"$100,000 to $149,999",No,7.0,Right direction,5.0,9.0,8.0,,Public transit,"Walk, Public transit, Car",English
7740,2019,8.0,8.0,9.0,8.0,4.0,2.0,3.0,4.0,5.0,5.0,7.0,4.0,7.0,Female,53,Asian,No,Own,No,12 years,"$200,000 or more",No,2.0,Not sure,8.0,7.0,8.0,,Car,"Walk, Public transit, Car",English
7741,2019,10.0,10.0,1.0,8.0,3.0,1.0,3.0,3.0,2.0,3.0,9.0,5.0,5.0,Male,42,,,Rent,,,,,2.0,Wrong track,1.0,7.0,4.0,,Public transit,,
7742,2019,7.0,8.0,8.0,8.0,5.0,2.0,,4.0,4.0,4.0,4.0,7.0,8.0,Female,35,White,No,Rent,Yes,8 years,"$50,000 to 74,999",No,6.0,Right direction,8.0,7.0,5.0,Getting married,Bike,"Walk, Bike, Public transit",English
7743,2019,10.0,10.0,9.0,9.0,5.0,1.0,4.0,5.0,3.0,5.0,9.0,8.0,8.0,Female,43,Black/African American,Yes,Rent,No,8 years,"$75,000 to $99,999",No,1.0,Right direction,9.0,10.0,7.0,,Car,"Walk, Car",English
7744,2019,9.0,9.0,9.0,8.0,2.0,3.0,4.0,3.0,3.0,3.0,6.0,6.0,5.0,Female,60,White,Yes,Own,No,30 years,"$25,000 to $49,999",No,4.0,Not sure,5.0,8.0,8.0,,Car,Car,English
7745,2019,7.0,7.0,9.0,9.0,3.0,2.0,3.0,4.0,3.0,5.0,9.0,8.0,10.0,Female,38,"Asian, White",No,Own,,6 years,"$50,000 to 74,999",No,3.0,Right direction,8.0,6.0,7.0,,Walk,"Walk, Public transit, Car",English
7746,2019,6.0,6.0,10.0,10.0,5.0,3.0,,3.0,5.0,5.0,10.0,7.0,7.0,Male,55,Hispanic/Latino,No,Own,No,12 years,"$75,000 to $99,999",No,4.0,Right direction,10.0,1.0,8.0,,Car,Public transit,English
7747,2019,8.0,9.0,9.0,8.0,5.0,2.0,,4.0,3.0,5.0,9.0,8.0,8.0,Male,53,White,No,Own,No,5 years + 10 years before,"$200,000 or more",No,5.0,Right direction,9.0,9.0,9.0,,,"Walk, Bike, Public transit, Car",English
7748,2019,5.0,7.0,7.0,7.0,5.0,1.0,4.0,4.0,4.0,5.0,9.0,5.0,9.0,Female,42,White,Yes,Rent,Yes,,"$50,000 to 74,999",No,5.0,Not sure,8.0,9.0,9.0,Can't afford housing for myself + child,Walk,"Walk, Bike, Public transit, Car",English
7749,2019,7.0,7.0,9.0,9.0,4.0,1.0,3.0,3.0,4.0,5.0,7.0,8.0,9.0,Male,70,White,No,Own,No,40 years,"$75,000 to $99,999",No,6.0,Right direction,8.0,8.0,9.0,,Walk,"Walk, Bike, Public transit, Car",English
7750,2019,9.0,9.0,9.0,9.0,,2.0,,,4.0,4.0,9.0,9.0,9.0,Male,59,White,No,Rent,No,1 year,"$100,000 to $149,999",No,1.0,Right direction,4.0,4.0,9.0,,Public transit,"Walk, Public transit, Car",English
7751,2019,8.0,8.0,7.0,9.0,4.0,2.0,3.0,4.0,3.0,3.0,7.0,6.0,7.0,Female,27,White,No,Rent,No,1 year,"$200,000 or more",No,5.0,Right direction,7.0,8.0,7.0,,Public transit,"Walk, Public transit, Car",English
7752,2019,9.0,9.0,9.0,9.0,5.0,3.0,3.0,3.0,4.0,5.0,8.0,8.0,9.0,Male,72,Asian,No,Own,No,6 years,,No,2.0,Right direction,9.0,9.0,9.0,,Car,"Walk, Car",Mandarin Chinese
7753,2019,7.0,6.0,9.0,8.0,5.0,3.0,,5.0,4.0,5.0,8.0,9.0,9.0,Female,53,White,No,Own,No,33 years,,No,4.0,Not sure,9.0,8.0,6.0,,Car,"Walk, Public transit, Car",English
7754,2019,5.0,6.0,7.0,9.0,,3.0,,4.0,4.0,5.0,6.0,9.0,9.0,Female,72,White,No,Rent,,1 year,"$150,000 to 200,000",No,1.0,Right direction,8.0,5.0,9.0,,Car,"Walk, Public transit, Car",English
7755,2019,8.0,7.0,5.0,7.0,4.0,3.0,,4.0,3.0,4.0,,,,,,,,,,,,,2.0,,4.0,1.0,,,,,
7756,2019,9.0,10.0,8.0,9.0,4.0,1.0,4.0,4.0,3.0,4.0,5.0,8.0,8.0,Female,67,Hispanic/Latino,No,Rent,Yes,40 years,"$10,000 to $24,999",No,5.0,Not sure,5.0,8.0,5.0,Rent,Car,Car,Spanish
7757,2019,7.0,6.0,8.0,8.0,4.0,1.0,,3.0,2.0,4.0,10.0,9.0,10.0,Female,27,White,No,Rent,No,2 years,"$100,000 to $149,999",No,2.0,Right direction,5.0,8.0,6.0,,Bike,"Walk, Bike, Public transit, Car",English
7758,2019,8.0,6.0,7.0,7.0,4.0,3.0,2.0,3.0,1.0,5.0,6.0,8.0,10.0,Female,40,Asian,No,Own,No,1 year,"$100,000 to $149,999",No,7.0,Right direction,4.0,6.0,8.0,,Car,"Walk, Bike, Public transit, Car",English
7759,2019,5.0,5.0,8.0,8.0,5.0,1.0,3.0,4.0,4.0,5.0,6.0,5.0,3.0,Female,56,White,No,Own,No,14 years,"$10,000 to $24,999",No,4.0,Right direction,7.0,7.0,6.0,,Car,"Walk, Car",English
7760,2019,7.0,6.0,8.0,8.0,3.0,2.0,3.0,4.0,3.0,4.0,9.0,7.0,7.0,Female,30,Asian,No,Rent,Yes,7 years,"$75,000 to $99,999",No,7.0,Right direction,8.0,8.0,7.0,Getting too expensive,Car,"Walk, Public transit, Car",English
7761,2019,8.0,8.0,9.0,8.0,2.0,3.0,,4.0,5.0,4.0,9.0,9.0,9.0,Female,35,Asian,No,Own,No,1.5 years,"$100,000 to $149,999",No,1.0,Right direction,9.0,9.0,9.0,,Public transit,"Walk, Public transit, Car","English, Mandarin"
7762,2019,7.0,8.0,7.0,7.0,4.0,1.0,3.0,4.0,2.0,4.0,7.0,7.0,6.0,Female,63,White,No,Own,No,38 years,"$50,000 to 74,999",No,6.0,Not sure,4.0,7.0,7.0,,Walk,"Walk, Public transit",English
7763,2019,9.0,9.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,Male,59,Hispanic/Latino,No,Own,No,,"$200,000 or more",No,2.0,Wrong track,4.0,2.0,8.0,,Walk,"Walk, Public transit, Car",English
7764,2019,8.0,8.0,6.0,7.0,4.0,3.0,3.0,4.0,2.0,4.0,10.0,5.0,4.0,Female,41,White,No,Own,No,7 years,"$150,000 to 200,000",No,3.0,Right direction,4.0,7.0,8.0,,Public transit,"Walk, Bike, Public transit, Car",English
7765,2019,8.0,9.0,9.0,9.0,4.0,1.0,3.0,3.0,5.0,4.0,10.0,10.0,10.0,Male,27,White,No,Rent,No,3.5 years,"$75,000 to $99,999",No,2.0,Right direction,10.0,5.0,9.0,,Public transit,"Walk, Bike, Public transit, Car",English
7766,2019,9.0,7.0,10.0,9.0,5.0,3.0,,3.0,2.0,4.0,9.0,7.0,10.0,Female,27,White,No,Rent,Yes,4 years,"$50,000 to 74,999",No,2.0,Right direction,9.0,9.0,3.0,I may move for work,Walk,"Walk, Public transit, Car",English
7767,2019,6.0,6.0,8.0,8.0,4.0,1.0,4.0,4.0,3.0,4.0,10.0,10.0,10.0,Female,27,Asian,No,Rent,Yes,6 years,"$100,000 to $149,999",No,5.0,Right direction,7.0,6.0,10.0,It's unaffordable to buy,Bike,"Walk, Bike, Public transit",English
7768,2019,9.0,8.0,7.0,9.0,5.0,2.0,,4.0,3.0,5.0,10.0,8.0,9.0,Female,29,White,No,Rent,Yes,3 years,"$200,000 or more",,5.0,Right direction,4.0,4.0,8.0,We want to buy a home but can't afford prices in Somerville,Walk,"Walk, Public transit, Car",English
7769,2019,7.0,6.0,7.0,8.0,4.0,2.0,3.0,4.0,4.0,5.0,8.0,8.0,10.0,Male,30,White,No,Rent,Yes,2 years,"$150,000 to 200,000",No,5.0,Right direction,8.0,8.0,7.0,Rent is skyrocketing,Public transit,"Walk, Public transit, Car",English
7770,2019,7.0,5.0,6.0,6.0,4.0,2.0,3.0,4.0,4.0,5.0,8.0,9.0,9.0,Female,30,Cape Verdean,No,Rent,Yes,11 months,"$150,000 to 200,000",No,5.0,Right direction,6.0,7.0,8.0,Rent = too high,Public transit,"Walk, Public transit",
7771,2019,8.0,8.0,9.0,10.0,3.0,2.0,5.0,5.0,3.0,5.0,9.0,9.0,8.0,Female,37,White,Yes,Rent,Yes,10 months,"$75,000 to $99,999",No,3.0,Right direction,9.0,8.0,10.0,"non999resident, move back home",Car,"Walk, Public transit, Car",Hebrew
7772,2019,7.0,7.0,10.0,10.0,4.0,2.0,4.0,4.0,4.0,5.0,10.0,7.0,10.0,Male,30,White,No,Own,No,6 years,"$25,000 to $49,999",No,6.0,Right direction,9.0,9.0,8.0,,"Walk, Bike","Walk, Bike, Public transit, Car",English
7773,2019,7.0,7.0,7.0,7.0,3.0,1.0,3.0,4.0,1.0,4.0,8.0,6.0,4.0,Male,44,Hispanic/Latino,No,Rent,No,`17 years,"$50,000 to 74,999",No,5.0,Right direction,8.0,7.0,7.0,,Car,"Walk, Car","English, Spanish"
7774,2019,9.0,9.0,9.0,9.0,2.0,3.0,3.0,4.0,3.0,4.0,9.0,8.0,8.0,Male,34,White,No,Own,No,13 years,"$100,000 to $149,999",No,6.0,Right direction,8.0,10.0,9.0,,Car,"Walk, Public transit, Car",English
7775,2019,9.0,9.0,8.0,8.0,4.0,2.0,3.0,2.0,1.0,3.0,7.0,4.0,4.0,Male,31,White,No,Own,Yes,5 years,"$200,000 or more",No,3.0,Not sure,2.0,4.0,8.0,,Bike,"Walk, Bike, Public transit, Car",French
7776,2019,7.0,7.0,10.0,10.0,5.0,1.0,3.0,1.0,2.0,5.0,10.0,8.0,9.0,Female,28,White,No,Rent,,6 years,"$50,000 to 74,999",No,2.0,Right direction,10.0,7.0,8.0,,Bike,"Walk, Bike, Car",English
7777,2019,8.0,10.0,10.0,9.0,5.0,2.0,,5.0,3.0,4.0,10.0,9.0,9.0,Male,73,White,No,Own,No,3 years,,No,6.0,Right direction,10.0,9.0,9.0,,"Bike, Car","Walk, Bike, Public transit, Car",English
7778,2019,10.0,10.0,10.0,10.0,5.0,4.0,4.0,5.0,3.0,3.0,7.0,7.0,7.0,Male,66,Black/African American,No,Own,No,26 years,"$50,000 to 74,999",No,4.0,,10.0,10.0,8.0,,Car,Car,"English, Kreole"
7779,2019,8.0,8.0,8.0,10.0,3.0,2.0,4.0,5.0,3.0,5.0,8.0,8.0,8.0,Female,43,White,No,Rent,Yes,11 years,"$25,000 to $49,999",No,7.0,Right direction,9.0,9.0,10.0,Want to buy own house,"Walk, Car","Walk, Public transit, Car",English
7780,2019,8.0,7.0,10.0,10.0,5.0,3.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,Female,31,White,No,Rent,Yes,4 years,"$100,000 to $149,999",No,7.0,Right direction,9.0,7.0,9.0,"To buy, it's too expensive",Car,Car,English
7781,2019,8.0,8.0,8.0,8.0,4.0,3.0,3.0,4.0,4.0,4.0,8.0,8.0,8.0,Male,50,White,No,Own,No,22 years,"$50,000 to 74,999",No,1.0,Right direction,7.0,8.0,8.0,,Car,"Walk, Public transit, Car",English
7782,2019,7.0,7.0,5.0,8.0,4.0,1.0,2.0,3.0,4.0,2.0,8.0,7.0,8.0,Female,29,White,No,Rent,No,4 years,"$150,000 to 200,000",No,3.0,Wrong track,3.0,5.0,7.0,,Public transit,"Walk, Bike, Public transit, Car",English
7783,2019,10.0,10.0,10.0,9.0,3.0,1.0,,,2.0,4.0,8.0,8.0,9.0,Female,27,White,No,Rent,No,2.5 years,"$150,000 to 200,000",No,6.0,Right direction,5.0,9.0,8.0,,"Walk, Public transit","Walk, Public transit",English
7784,2019,10.0,9.0,10.0,10.0,4.0,2.0,,5.0,3.0,5.0,8.0,8.0,8.0,Female,82,"White, Portuguese",No,Own,No,49 years,,No,5.0,Not sure,8.0,9.0,10.0,,"Walk, Public transit","Walk, Public transit","English, Portuguese"
7785,2019,9.0,9.0,10.0,10.0,5.0,2.0,4.0,4.0,3.0,4.0,9.0,9.0,7.0,Female,70,"White, Jewish",No,Own,No,50 years,,No,5.0,Right direction,4.0,5.0,9.0,,Car,"Walk, Public transit, Car",English
7786,2019,9.0,9.0,8.0,9.0,5.0,3.0,,5.0,3.0,5.0,9.0,9.0,9.0,Male,35,White,Yes,Own,No,5 years,"$200,000 or more",No,5.0,Right direction,9.0,8.0,10.0,,Car,"Walk, Bike, Public transit, Car",English
7787,2019,6.0,6.0,7.0,8.0,3.0,3.0,3.0,4.0,3.0,3.0,8.0,8.0,7.0,Male,72,White,No,Rent,No,24 years,"$10,000 to $24,999",No,3.0,Not sure,8.0,8.0,8.0,,Public transit,Public transit,English
7788,2019,3.0,6.0,10.0,10.0,4.0,2.0,2.0,3.0,3.0,5.0,10.0,10.0,8.0,Male,40,White,No,Own,No,1.5 years,"$200,000 or more",No,7.0,Right direction,5.0,8.0,10.0,,Car,"Walk, Public transit, Car",English
7789,2019,8.0,8.0,6.0,7.0,3.0,1.0,3.0,4.0,2.0,4.0,8.0,10.0,10.0,Male,25,White,No,Rent,Yes,1 year,"$100,000 to $149,999",No,1.0,Not sure,2.0,3.0,10.0,Cost of living,Public transit,"Walk, Public transit, Car",English
7790,2019,10.0,8.0,10.0,10.0,4.0,2.0,3.0,3.0,3.0,4.0,8.0,9.0,8.0,Female,25,White,No,Rent,Yes,"1 year, 8 months","$150,000 to 200,000",No,6.0,Right direction,6.0,7.0,7.0,Just want to move out of MA in general,Public transit,"Walk, Public transit, Car",English
7791,2019,8.0,8.0,8.0,8.0,3.0,2.0,,4.0,4.0,3.0,8.0,7.0,7.0,Male,28,White,No,Rent,Yes,4 years,"$75,000 to $99,999",No,3.0,,8.0,8.0,5.0,Career & affordability,Car,"Walk, Bike, Public transit, Car",English
7792,2019,8.0,8.0,9.0,10.0,3.0,2.0,4.0,4.0,4.0,5.0,9.0,9.0,10.0,Male,34,White,No,Rent,Yes,3 years,"$100,000 to $149,999",No,2.0,Not sure,7.0,8.0,9.0,Move back home,Walk,"Walk, Public transit, Car",English
7793,2019,3.0,3.0,2.0,2.0,5.0,1.0,3.0,3.0,5.0,2.0,4.0,3.0,8.0,Female,56,"Black/African American, White, Native American",No,Rent,Yes,9 years,"$10,000 to $24,999",No,7.0,Wrong track,5.0,5.0,1.0,"Elitist, Unfriendly, Racist, Expensive, Cold (emotionally)",Public transit,Car,English
7794,2019,9.0,8.0,9.0,9.0,3.0,3.0,3.0,5.0,4.0,5.0,9.0,9.0,9.0,Female,41,White,Yes,Rent,No,7 years,"$200,000 or more",No,5.0,Right direction,9.0,9.0,8.0,,"Walk, Public transit","Walk, Bike, Public transit, Car",English
7795,2019,4.0,3.0,10.0,10.0,5.0,1.0,,1.0,1.0,5.0,8.0,8.0,8.0,Male,32,White,No,Rent,Yes,9 years,"$100,000 to $149,999",No,6.0,Not sure,8.0,8.0,7.0,Renting costs,Bike,"Walk, Bike, Public transit, Car",English
7796,2019,5.0,4.0,6.0,5.0,4.0,4.0,,3.0,2.0,4.0,9.0,4.0,4.0,Male,60,White,No,Own,No,40 years,"$50,000 to 74,999",No,4.0,Right direction,7.0,3.0,6.0,,Bike,"Walk, Bike",English
7797,2019,10.0,10.0,8.0,10.0,3.0,3.0,3.0,4.0,3.0,3.0,8.0,5.0,2.0,Female,73,White,No,Rent,No,7 years,,No,3.0,Not sure,4.0,6.0,10.0,,"Walk, Public transit",Walk,English
7798,2019,5.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,4.0,9.0,9.0,8.0,Male,69,White,No,Rent,No,7 years,"$25,000 to $49,999",No,6.0,Not sure,10.0,10.0,10.0,,"Walk, Public transit","Walk, Public transit, Car","English, Polish"
7799,2019,10.0,10.0,10.0,10.0,4.0,3.0,3.0,5.0,4.0,5.0,9.0,9.0,10.0,Female,65,Asian,No,Own,No,13 years,"$100,000 to $149,999",Yes,5.0,Right direction,9.0,9.0,9.0,,Car,"Walk, Bike, Public transit, Car",English
7800,2019,7.0,7.0,5.0,7.0,2.0,2.0,2.0,4.0,4.0,4.0,7.0,7.0,6.0,Female,33,White,No,Rent,Yes,8 years,"$75,000 to $99,999",,5.0,Wrong track,7.0,4.0,5.0,Not enough green streets to name,"Public transit, Car","Walk, Public transit, Car",English
7801,2019,8.0,8.0,2.0,4.0,2.0,1.0,,3.0,2.0,3.0,9.0,6.0,8.0,Female,73,White,No,Own,No,73 years,"$25,000 to $49,999",No,1.0,Wrong track,3.0,5.0,9.0,,Public transit,Public transit,English
7802,2019,8.0,8.0,9.0,6.0,4.0,1.0,3.0,2.0,1.0,3.0,7.0,5.0,6.0,Female,44,White,No,Own,No,8 years,"$75,000 to $99,999",Yes,5.0,Right direction,5.0,4.0,8.0,,Public transit,"Walk, Public transit, Car",English
7803,2019,8.0,9.0,8.0,8.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,7.0,6.0,Female,26,White,No,Rent,No,2 years,"$50,000 to 74,999",No,6.0,Right direction,6.0,4.0,6.0,,Public transit,"Walk, Public transit",English
7804,2019,8.0,9.0,8.0,8.0,3.0,2.0,3.0,4.0,1.0,3.0,8.0,7.0,7.0,Male,28,White,No,Rent,Yes,5 years,"$100,000 to $149,999",No,1.0,Right direction,7.0,6.0,5.0,"Buying a home, too expensive to own here","Walk, Public transit","Walk, Bike, Public transit, Car",English
7805,2019,6.0,6.0,8.0,7.0,4.0,2.0,3.0,4.0,3.0,5.0,8.0,7.0,10.0,Female,36,Asian,Yes,Own,No,3 years,"$150,000 to 200,000",No,4.0,Right direction,6.0,4.0,6.0,,Public transit,"Walk, Bike, Public transit, Car",English
7806,2019,7.0,8.0,5.0,7.0,4.0,1.0,,3.0,3.0,4.0,8.0,5.0,8.0,Female,45,White,No,Rent,Yes,10 years,"$100,000 to $149,999",No,2.0,Not sure,4.0,8.0,3.0,Cost + comfort of housing,"Walk, Bike","Walk, Bike, Public transit, Car",English
7807,2019,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,Male,80,White,No,Rent,No,,"Less than $10,000",No,3.0,Right direction,10.0,10.0,10.0,,Car,Car,
7808,2019,8.0,8.0,4.0,4.0,2.0,1.0,2.0,3.0,4.0,4.0,8.0,3.0,5.0,Female,29,White,No,Rent,Yes,5 years,"$150,000 to 200,000",,3.0,Wrong track,2.0,2.0,5.0,Cost of housing,Public transit,"Walk, Public transit",English
7809,2019,8.0,9.0,7.0,8.0,3.0,1.0,4.0,3.0,2.0,5.0,8.0,6.0,7.0,Female,68,White,No,Rent,No,10 years,"$75,000 to $99,999",No,6.0,Not sure,6.0,9.0,8.0,,Public transit,"Walk, Public transit",English
7810,2019,3.0,6.0,7.0,6.0,4.0,1.0,3.0,3.0,2.0,4.0,10.0,3.0,1.0,Male,30,White,No,Rent,Yes,2 years,"$100,000 to $149,999",No,5.0,Right direction,8.0,9.0,3.0,Job prospects,Bike,"Walk, Bike, Public transit",English
